Link_Metrics

Link ID,Packets Transmitted,Packets Transmitted,Packets Errored,Packets Errored,Packets Collided,Packets Collided,Bytes Transmitted(bytes),Payload Transmitted(bytes),Overhead Transmitted(bytes)
 ,Data,Control,Data,Control,Data,Control, , , 
All,11917920,4617520,0,0,0,0,18834143056,17400163200,1433979856
1,0,68888,0,0,0,0,13008608,0,13008608
2,0,34156,0,0,0,0,6446896,0,6446896
3,0,42264,0,0,0,0,8889168,0,8889168
4,2979480,0,0,0,0,0,4510932720,4350040800,160891920
5,2979480,4322572,0,0,0,0,5249722672,4350040800,899681872
6,2979480,0,0,0,0,0,4510932720,4350040800,160891920
7,0,12,0,0,0,0,2664,0,2664
8,11241,0,0,0,0,0,17018874,16411860,607014
9,0,1572,0,0,0,0,210648,0,210648
10,0,902,0,0,0,0,192020,0,192020
11,74592,0,0,0,0,0,112932288,108904320,4027968
12,0,2580,0,0,0,0,345720,0,345720
13,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0
16,0,1930,0,0,0,0,387340,0,387340
17,207532,0,0,0,0,0,314203448,302996720,11206728
18,0,2580,0,0,0,0,345720,0,345720
19,0,1159,0,0,0,0,240850,0,240850
20,56717,0,0,0,0,0,85869538,82806820,3062718
21,0,2838,0,0,0,0,380292,0,380292
22,0,1804,0,0,0,0,384040,0,384040
23,70489,0,0,0,0,0,106720346,102913940,3806406
24,0,5418,0,0,0,0,726012,0,726012
25,0,1673,0,0,0,0,338510,0,338510
26,151989,0,0,0,0,0,230111346,221903940,8207406
27,0,2838,0,0,0,0,380292,0,380292
28,0,1290,0,0,0,0,286380,0,286380
29,12470,0,0,0,0,0,18879580,18206200,673380
30,0,4902,0,0,0,0,656868,0,656868
31,0,2190,0,0,0,0,461508,0,461508
32,67548,0,0,0,0,0,102267672,98620080,3647592
33,0,5426,0,0,0,0,727084,0,727084
34,0,2315,0,0,0,0,456362,0,456362
35,303642,0,0,0,0,0,459713988,443317320,16396668
36,0,2322,0,0,0,0,311148,0,311148
37,0,1933,0,0,0,0,412678,0,412678
38,126455,0,0,0,0,0,191452870,184624300,6828570
39,0,5676,0,0,0,0,760584,0,760584
40,0,774,0,0,0,0,171828,0,171828
41,15071,0,0,0,0,0,22817494,22003660,813834
42,0,3096,0,0,0,0,414864,0,414864
43,0,1288,0,0,0,0,269488,0,269488
44,59523,0,0,0,0,0,90117822,86903580,3214242
45,0,3354,0,0,0,0,449436,0,449436
46,0,1676,0,0,0,0,363848,0,363848
47,73096,0,0,0,0,0,110667344,106720160,3947184
48,0,5418,0,0,0,0,726012,0,726012
49,0,1030,0,0,0,0,212212,0,212212
50,53228,0,0,0,0,0,80587192,77712880,2874312
51,0,2322,0,0,0,0,311148,0,311148
52,0,1418,0,0,0,0,306572,0,306572
53,127812,0,0,0,0,0,193507368,186605520,6901848
